gene_name,CT_F_logFC,CT_F_FDR,CT_M_logFC,CT_M_FDR,CT_SB_inter_logFC,CT_SB_inter_FDR,SB_6_logFC,SB_6_FDR,SB_6_sexbias,SB_19_logFC,SB_19_FDR,SB_19_sexbias,Dvir_FBN,Dvir_FBsym,vir_log2FoldChange,vir_padj,vir_sexbias,Dmel_FBN,Dmel_FBsym,david_B1,david_B2,david_B3,david_B4,david_B5,david_B6,david_B7,david_B8,david_B9,david_B10,david_B11,david_B12,david_F1,david_F2,david_M1,david_M2,david_M3,david_M4,david_M5,david_M6,david_I1
augustus_masked-scaffold8114-size1455-abinit-gene-0.0,-0.029366508,0.87606626,-0.296137648,0.108615464,0.26677114,0.563658797,-0.035089342,0.787269528,Unbiased,-0.301860481,0.031538977,male_biased,FBgn0206427,Dvir\GJ19283,-0.596379285,0.570368003,Unbiased,FBgn0030850,stas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold812-size105628-abinit-gene-0.17,-0.230248895,0.580938233,-0.367205492,0.415960118,0.136956597,0.923555598,0.269179991,0.388311668,Unbiased,0.132223394,0.673490498,Unbiased,FBgn0199981,Dvir\GJ12745,-0.628557536,0.502234979,Unbiased,FBgn0037045,CG10584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold812-size105628-abinit-gene-0.2,-1.142829177,0.045790099,-0.373732831,0.487546814,-0.769096346,0.561664962,-1.232763504,0.005398581,male_biased,-0.463667158,0.2134949,Unbiased,FBgn0199921,Dvir\GJ12684,0.577511685,0.562644528,Unbiased,FBgn0042119,Cpr65Au,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold815-size52769-abinit-gene-0.4,-0.197514275,0.208534407,0.011976082,0.952838925,-0.209490357,0.631566406,2.117171003,1.08E-08,female_biased,2.326661361,4.63E-09,female_biased,FBgn0202534,Dvir\GJ15340,-1.75671632,0.000794257,female_biased,FBgn0024364,CG11417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold815-size52769-abinit-gene-0.5,-0.177802678,0.427442779,-0.390436777,0.116624424,0.212634099,0.766264151,1.870141636,5.97E-07,female_biased,1.657507537,1.35E-06,female_biased,FBgn0202425,Dvir\GJ15229,-0.493644397,0.531140306,Unbiased,FBgn0024985,CG11448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold816-size43203-abinit-gene-0.0,0.126922752,0.857492842,-0.597546736,0.412006914,0.724469488,0.710761915,1.875044796,0.002670129,female_biased,1.150575308,0.032954426,female_biased,FBgn0200053,Dvir\GJ12818,-1.752611269,0.051815455,Unbiased,FBgn0037031,CG11456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold816-size43203-abinit-gene-0.2,-0.380954924,0.439444774,-0.111657187,0.858360825,-0.269297737,0.862874802,-2.182073959,0.000121106,male_biased,-1.912776223,0.000296524,male_biased,FBgn0200051,Dvir\GJ12816,0.05161042,0.98347663,Unbiased,FBgn0040636,CG13255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold816-size43203-abinit-gene-0.4,-0.373012653,0.026331448,-0.423314987,0.012272923,0.050302333,0.917319216,0.21588386,0.051452831,Unbiased,0.165581526,0.124651663,Unbiased,FBgn0200049,Dvir\GJ12814,-0.566911932,0.479305252,Unbiased,FBgn0259243,Pka-R1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold817-size37988-abinit-gene-0.2,1.256450642,0.131299148,0.788759535,0.340359173,0.467691107,0.850001322,-2.08900543,0.003960161,male_biased,-2.556696537,0.001280614,male_biased,FBgn0197934,Dvir\GJ10656,1.099926745,0.207949017,Unbiased,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold817-size37988-abinit-gene-0.3,0.623546709,0.245874263,-0.65606155,0.2463269,1.279608259,0.328940093,-0.618904213,0.130960498,Unbiased,-1.898512471,0.000567448,male_biased,FBgn0205728,Dvir\GJ18570,0.12522702,0.95272456,Unbiased,FBgn0033388,CG8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold820-size24174-abinit-gene-0.0,-0.175962301,0.454716388,-0.394058152,0.11895185,0.218095851,0.766264151,-1.138710452,4.62E-05,male_biased,-1.356806303,9.87E-06,male_biased,FBgn0209283,Dvir\GJ22170,1.170426149,0.380129018,Unbiased,FBgn0033088,PGAP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold820-size24174-abinit-gene-0.1,-0.112156191,0.714591823,0.14740313,0.677790276,-0.259559321,0.781603913,1.317680436,0.000112045,female_biased,1.577239758,2.48E-05,female_biased,FBgn0207332,Dvir\GJ20192,0.000642931,0.999995072,Unbiased,FBgn0033089,CG17266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold8200-size1438-abinit-gene-0.0,0.603554177,0.409365974,-0.566432316,0.482001499,1.169986493,0.552967307,-0.235424444,0.669923323,Unbiased,-1.405410937,0.02363331,male_biased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold822-size42715-abinit-gene-0.8,0.196152614,0.424777291,0.059951018,0.847580939,0.136201596,0.862137954,-0.085105151,0.64824169,Unbiased,-0.221306747,0.239307266,Unbiased,FBgn0210345,Dvir\GJ23243,0.743932744,0.60162416,Unbiased,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold824-size80661-abinit-gene-0.6,-0.117747985,0.373766365,-0.126480465,0.379991636,0.008732481,0.982695568,0.656153576,3.77E-05,female_biased,0.647421096,3.89E-05,female_biased,FBgn0198984,Dvir\GJ11730,-0.238932755,0.847707746,Unbiased,FBgn0036111,Aps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold829-size30150-abinit-gene-0.0,0.2186905,0.31231295,0.243504351,0.29529231,-0.024813851,0.970745678,0.153586587,0.348633096,Unbiased,0.178400438,0.280963972,Unbiased,FBgn0205485,Dvir\GJ18326,-0.298208776,0.798731842,Unbiased,FBgn0261239,Hr39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold83-size136938-abinit-gene-0.4,0.682781774,0.027856556,0.295769483,0.275462077,0.387012291,0.579058166,-1.245010157,4.40E-05,male_biased,-1.632022448,4.57E-06,male_biased,FBgn0197788,Dvir\GJ10508,0.438454906,0.705067469,Unbiased,FBgn0039827,CG1544,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
augustus_masked-scaffold83-size136938-abinit-gene-0.6,-0.028182266,0.899640422,0.090658026,0.700110987,-0.118840292,0.851852976,1.260928031,5.31E-06,female_biased,1.379768323,2.24E-06,female_biased,FBgn0197790,Dvir\GJ10510,-1.6784654,0.022439341,female_biased,FBgn0039828,CG1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold83-size136938-abinit-gene-0.7,-0.292591036,0.319567291,0.229331263,0.490979217,-0.521922299,0.512642416,1.483775083,3.90E-05,female_biased,2.005697382,3.12E-06,female_biased,FBgn0197925,Dvir\GJ10647,-0.779303598,0.29585222,Unbiased,FBgn0039829,CG15561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold83-size136938-abinit-gene-1.6,-0.256506088,0.217810884,-0.078743569,0.750992667,-0.177762519,0.781603913,0.46440562,0.009625206,female_biased,0.642168139,0.001298779,female_biased,FBgn0197796,Dvir\GJ10516,-0.921216968,0.170942217,Unbiased,FBgn0039696,Rnb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold830-size38190-abinit-gene-0.3,-1.0794376,0.337343153,-0.792420356,0.534042871,-0.287017244,0.938057059,-0.032652086,0.970609984,Unbiased,0.254365159,0.76723936,Unbiased,FBgn0202267,Dvir\GJ15068,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold833-size72855-abinit-gene-0.0,0.139175912,0.582446396,0.990581059,0.004017467,-0.851405147,0.15719094,0.799165243,0.001111645,female_biased,1.65057039,3.74E-06,female_biased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold833-size72855-abinit-gene-0.2,-0.710490454,0.470062478,0.600493197,0.579998362,-1.310983651,0.628666423,-2.560607996,0.005141545,male_biased,-1.249624345,0.103610734,Unbiased,FBgn0201621,Dvir\GJ14408,0.147199993,0.93351172,Unbiased,FBgn0000303,ChAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold833-size72855-abinit-gene-0.6,-0.60038575,0.497489512,0.444711873,0.660654356,-1.045097623,0.681040417,-2.058687119,0.009174421,male_biased,-1.013589497,0.13901952,Unbiased,FBgn0201620,Dvir\GJ14407,0.369563886,0.752904198,Unbiased,FBgn0270928,VAChT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold835-size105273-abinit-gene-0.10,-0.345513012,0.06345713,-0.416204454,0.029108832,0.070691442,0.897985486,-0.318959311,0.020304442,male_biased,-0.389650753,0.007346428,male_biased,FBgn0199005,Dvir\GJ11751,0.725948475,0.298770476,Unbiased,FBgn0052485,CG32485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold835-size105273-abinit-gene-0.12,-0.318092811,0.12354356,-0.229000592,0.273072798,-0.089092218,0.889664935,-1.522986492,8.98E-07,male_biased,-1.433894273,1.30E-06,male_biased,FBgn0200831,Dvir\GJ13609,0.703344669,0.261021812,Unbiased,FBgn0037051,CG10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold835-size105273-abinit-gene-0.2,-0.383226735,0.663074648,-0.146987134,0.883230701,-0.236239602,0.932707045,-2.75346868,0.00106189,male_biased,-2.517229079,0.001794248,male_biased,FBgn0200827,Dvir\GJ13605,0.469666465,0.723500755,Unbiased,FBgn0035385,FMRFaR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold835-size105273-abinit-gene-0.6,-0.407910072,0.148386813,-0.317752223,0.269550814,-0.090157849,0.92323995,-2.094618462,1.08E-06,male_biased,-2.004460614,1.33E-06,male_biased,FBgn0200829,Dvir\GJ13607,0.549632504,0.436936353,Unbiased,FBgn0266918,CG32486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold835-size105273-abinit-gene-0.7,-0.350506414,0.410178947,0.146513254,0.783944508,-0.497019668,0.69658725,1.613687643,0.000390554,female_biased,2.110707312,4.91E-05,female_biased,FBgn0199008,Dvir\GJ11754,-0.766507986,0.292524876,Unbiased,FBgn0035393,CG16753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold835-size105273-abinit-gene-0.8,-0.226448461,0.513403307,0.034241123,0.940188694,-0.260689584,0.811222331,0.965589692,0.002856512,female_biased,1.226279276,0.000554851,female_biased,FBgn0200830,Dvir\GJ13608,-1.025196615,0.165388993,Unbiased,FBgn0015618,Cdk8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold836-size45534-abinit-gene-0.0,1.939428763,5.12E-05,0.602260089,0.020432168,1.337168674,0.016549367,-0.327029172,0.059582693,Unbiased,-1.664197846,1.02E-06,male_biased,FBgn0201563,Dvir\GJ14350,-0.283544736,0.859776693,Unbiased,FBgn0039030,CG6660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
augustus_masked-scaffold84-size126804-abinit-gene-1.1,-0.194435653,0.21834545,-0.071816102,0.694652464,-0.122619551,0.800719653,0.175014145,0.145840159,Unbiased,0.297633696,0.023085185,female_biased,FBgn0210237,Dvir\GJ23135,-0.449251942,0.730013635,Unbiased,FBgn0039697,CG7834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold84-size126804-abinit-gene-1.4,0.402833609,0.076702848,0.323120515,0.147205881,0.079713094,0.910096357,0.283816744,0.080638783,Unbiased,0.20410365,0.198920032,Unbiased,FBgn0211183,Dvir\GJ24098,-0.105168214,0.939020763,Unbiased,FBgn0000247,ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold84-size126804-abinit-gene-1.7,-0.571692523,0.221943141,0.089518273,0.878754949,-0.661210795,0.601197531,-2.019644657,0.000127186,male_biased,-1.358433862,0.001988874,male_biased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold841-size118965-abinit-gene-1.2,0.029112189,0.973580556,0.733736401,0.373608676,-0.704624212,0.771116411,-3.329725912,0.000218888,male_biased,-2.6251017,0.001053703,male_biased,FBgn0197878,Dvir\GJ10598,1.954715183,0.007278704,male_biased,FBgn0000015,Abd-B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold8436-size1391-abinit-gene-0.0,-2.27598471,0.022130566,0.964273072,0.245687086,-3.240257782,0.083234834,-1.855196184,0.007652836,male_biased,1.385061597,0.031409788,female_biased,FBgn0206401,Dvir\GJ19257,-1.355578408,0.278563748,Unbiased,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold845-size43869-abinit-gene-0.0,-0.788748779,0.005899362,-0.659185402,0.009485994,-0.129563377,0.842549526,-0.174001346,0.25989303,Unbiased,-0.044437969,0.776502772,Unbiased,FBgn0204690,Dvir\GJ17520,-0.437479383,0.670125904,Unbiased,FBgn0262782,Mdh1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold845-size43869-abinit-gene-0.1,-0.555914315,0.029962759,-0.748103104,0.006944758,0.192188789,0.773718415,1.004082507,6.22E-05,female_biased,0.811893718,0.000300826,female_biased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold848-size25573-abinit-gene-0.1,-0.432205844,0.178866543,-0.267529457,0.482985124,-0.164676387,0.877666572,4.601792213,1.72E-08,female_biased,4.766468601,1.14E-08,female_biased,FBgn0204163,Dvir\GJ16986,-2.715579668,1.55E-06,female_biased,FBgn0025815,Mcm6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold848-size25573-abinit-gene-0.7,0.145415818,0.472246013,-0.354765532,0.11058251,0.50018135,0.314220286,1.85960744,2.55E-07,female_biased,1.35942609,2.91E-06,female_biased,FBgn0203634,Dvir\GJ16450,-1.112838875,0.091898576,Unbiased,FBgn0029892,CG3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold849-size21818-abinit-gene-0.0,0.055578077,0.899915058,0.324378523,0.470767144,-0.268800446,0.833382481,1.470510636,0.00044674,female_biased,1.739311082,0.000125395,female_biased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold85-size102739-abinit-gene-0.11,-0.486804252,0.064630051,0.01850703,0.951614955,-0.505311282,0.404859372,0.828563291,0.000540978,female_biased,1.333874573,1.15E-05,female_biased,FBgn0201191,Dvir\GJ13973,-0.806205812,0.476907624,Unbiased,FBgn0036335,mRpL20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold85-size102739-abinit-gene-0.6,-0.089996628,0.731988896,0.204312534,0.46450887,-0.294309163,0.695859987,0.347619727,0.081723893,Unbiased,0.64192889,0.005127112,female_biased,FBgn0211309,Dvir\GJ24227,-0.183459576,0.870723022,Unbiased,FBgn0064126,CG33722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold85-size102739-abinit-gene-0.9,-0.388722901,0.26043178,-0.222985278,0.588388221,-0.165737624,0.885378785,2.966646254,6.91E-07,female_biased,3.132383877,3.82E-07,female_biased,FBgn0198609,Dvir\GJ11350,-2.371187466,0.00060424,female_biased,FBgn0036330,CG11263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold852-size125918-abinit-gene-0.3,-0.221348782,0.455863808,-0.310510853,0.331904895,0.08916207,0.929952675,0.025417861,0.912022025,Unbiased,-0.063744209,0.779834928,Unbiased,FBgn0199238,Dvir\GJ11986,0.902498914,0.340117207,Unbiased,FBgn0031740,CG7239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold853-size103824-abinit-gene-0.1,0.939523002,0.133919653,1.643103008,0.022008603,-0.703580005,0.682996606,0.392069598,0.381072251,Unbiased,1.095649603,0.027842109,female_biased,FBgn0207393,Dvir\GJ20253,-0.399342719,0.64093162,Unbiased,FBgn0087002,apolpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold853-size103824-abinit-gene-0.2,-0.95408572,0.112506461,0.057778487,0.936487869,-1.011864207,0.494962927,-2.131260854,0.000413437,male_biased,-1.119396647,0.019042167,male_biased,FBgn0199467,Dvir\GJ12217,-0.053804224,0.968347349,Unbiased,FBgn0053653,Cadps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold854-size78365-abinit-gene-0.4,-0.102559952,0.802822121,0.136059994,0.780345237,-0.238619945,0.849703299,0.746541726,0.022398743,female_biased,0.985161671,0.005452032,female_biased,FBgn0206011,Dvir\GJ18865,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold855-size58795-abinit-gene-0.0,0.230406151,0.314913082,-0.692674899,0.013141418,0.92308105,0.088084951,-0.075264352,0.666005329,Unbiased,-0.998345402,0.000103999,male_biased,FBgn0206035,Dvir\GJ18889,-0.255638029,0.803120387,Unbiased,FBgn0041629,Hexo2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold855-size58795-abinit-gene-0.2,-0.347322786,0.088556865,-0.064092265,0.781351384,-0.283230521,0.581309739,-0.704399653,0.000347883,male_biased,-0.421169132,0.010201577,male_biased,FBgn0206037,Dvir\GJ18891,2.17E-05,0.999995072,Unbiased,FBgn0025637,SkpA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold855-size58795-abinit-gene-0.4,0.007415154,0.989355308,0.628961849,0.287566094,-0.621546694,0.689785612,2.387122441,0.000101823,female_biased,3.008669135,1.80E-05,female_biased,FBgn0206038,Dvir\GJ18892,0.072179918,0.978115729,Unbiased,FBgn0030963,CG7101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold855-size58795-abinit-gene-0.5,0.242524429,0.165242153,-0.207176418,0.251572529,0.449700847,0.272239404,-0.525864609,0.001299244,male_biased,-0.975565455,9.70E-06,male_biased,FBgn0206039,Dvir\GJ18893,-0.014299326,0.994656285,Unbiased,FBgn0030964,Pvf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold855-size58795-abinit-gene-0.6,-0.780518637,0.079708248,-1.035981105,0.029360847,0.255462468,0.843793768,-0.096641937,0.754958368,Unbiased,-0.352104405,0.254265955,Unbiased,FBgn0206041,Dvir\GJ18895,-0.625728578,0.703389006,Unbiased,FBgn0011834;FBgn0031141,Ser6;CG1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold855-size58795-abinit-gene-0.9,-0.485531794,0.410585824,0.03415195,0.963826607,-0.519683744,0.775634365,-2.04598332,0.000711854,male_biased,-1.526299576,0.004564664,male_biased,FBgn0206042,Dvir\GJ18896,-0.213020128,0.864893634,Unbiased,FBgn0030102,SmydA-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold856-size44017-abinit-gene-0.3,-0.302414356,0.575757646,0.057618229,0.932092659,-0.360032586,0.82899708,-1.329395957,0.005539344,male_biased,-0.969363372,0.028305214,male_biased,FBgn0201251,Dvir\GJ14033,-0.847879331,0.28671678,Unbiased,FBgn0036145,CG7607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold859-size67324-abinit-gene-0.5,-0.759918243,0.123734311,0.606993455,0.248420459,-1.366911698,0.236281332,1.219378381,0.004861505,female_biased,2.586290079,2.41E-05,female_biased,FBgn0198199,Dvir\GJ10931,-1.452250788,0.296089327,Unbiased,FBgn0037492,CG10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold859-size67324-abinit-gene-0.8,-0.683241721,0.291453058,-0.07895438,0.922655993,-0.604287341,0.766264151,-1.797023606,0.003242125,male_biased,-1.192736265,0.027444417,male_biased,FBgn0198200,Dvir\GJ10932,0.33422414,0.798731842,Unbiased,FBgn0028400,Syt4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold860-size21638-abinit-gene-0.0,0.169182791,0.853631271,0.244762687,0.810069623,-0.075579896,0.977779488,-0.872262593,0.168272315,Unbiased,-0.796682696,0.21174508,Unbiased,FBgn0209971,Dvir\GJ22867,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold860-size21638-abinit-gene-0.1,-0.172393762,0.656274301,0.246578922,0.565914963,-0.418972684,0.710881212,-1.01873891,0.003607286,male_biased,-0.599766226,0.05094517,Unbiased,FBgn0211457,Dvir\GJ24377,-0.096390235,0.966436808,Unbiased,FBgn0058160,CG40160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold860-size21638-abinit-gene-0.2,1.893559248,0.015916208,0.476258338,0.460782566,1.41730091,0.331378797,0.454018157,0.307029234,Unbiased,-0.963282754,0.046052871,male_biased,FBgn0209972,Dvir\GJ22868,-1.77570115,0.020567527,female_biased,FBgn0040001,FASN3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
augustus_masked-scaffold8600-size1359-abinit-gene-0.0,0.057383338,0.932011463,-0.173108721,0.822763774,0.230492059,0.91211756,0.296824281,0.517817416,Unbiased,0.066332223,0.887899861,Unbiased,FBgn0208125,Dvir\GJ20990,-0.580351334,0.46428081,Unbiased,FBgn0034433,EndoB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold8627-size10475-abinit-gene-0.0,-1.150282503,0.100340207,-0.546604232,0.475878421,-0.603678271,0.771116411,4.551504634,8.01E-06,female_biased,5.155182905,2.99E-06,female_biased,FBgn0210628,Dvir\GJ23530,-2.973591768,0.172292698,Unbiased,FBgn0053868;FBgn0053870;FBgn0053872;FBgn0053874;FBgn0053876;FBgn0053878;FBgn0053880;FBgn0053882;FBgn0053884;FBgn0053886;FBgn0053888;FBgn0053890;FBgn0053892;FBgn0053894;FBgn0053896;FBgn0053898;FBgn0053900;FBgn0053902;FBgn0053904;FBgn0053906;FBgn0053908;FBgn0053910;FBgn0061209,His2B:CG33868;His2B:CG33870;His2B:CG33872;His2B:CG33874;His2B:CG33876;His2B:CG33878;His2B:CG33880;His2B:CG33882;His2B:CG33884;His2B:CG33886;His2B:CG33888;His2B:CG33890;His2B:CG33892;His2B:CG33894;His2B:CG33896;His2B:CG33898;His2B:CG33900;His2B:CG33902;His2B:CG33904;His2B:CG33906;His2B:CG33908;His2B:CG33910;His2B:CG17949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold863-size46640-abinit-gene-0.0,0.16407449,0.81026948,0.505306782,0.471632947,-0.341232292,0.868439435,-1.5638727,0.006789497,male_biased,-1.222640409,0.024014946,male_biased,FBgn0198853,Dvir\GJ11596,0.371439469,0.702688418,Unbiased,FBgn0036454,CG17839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold8632-size1353-abinit-gene-0.0,-0.269757836,0.422615609,0.067638479,0.875964127,-0.337396315,0.751927507,0.285803952,0.264025878,Unbiased,0.623200267,0.026828176,female_biased,FBgn0206424,Dvir\GJ19280,0.181501092,0.893342431,Unbiased,FBgn0030183,CG15309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold864-size87323-abinit-gene-0.4,-0.538573127,0.065223022,-0.454199515,0.1067351,-0.084373612,0.924036395,-0.594046395,0.008724007,male_biased,-0.509672783,0.019690654,male_biased,FBgn0198749,Dvir\GJ11491,0.403735721,0.673013363,Unbiased,FBgn0036300,Pmm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold865-size106591-abinit-gene-0.14,-0.323704301,0.139659667,-0.270783926,0.221516203,-0.052920375,0.938246262,-3.339872829,4.16E-09,male_biased,-3.286952454,4.12E-09,male_biased,FBgn0199424,Dvir\GJ12172,1.770339232,0.000647952,male_biased,FBgn0035999,CG3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold865-size106591-abinit-gene-0.5,-0.123860187,0.851731772,0.57688873,0.36521094,-0.700748917,0.687812163,-1.803834549,0.00175601,male_biased,-1.103085632,0.02741191,male_biased,FBgn0199419,Dvir\GJ12167,-0.168466207,0.894608129,Unbiased,FBgn0035636,Cralbp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold865-size106591-abinit-gene-0.7,-0.166841102,0.434406541,-0.119153163,0.629016494,-0.047687939,0.945116306,0.355872147,0.039929106,female_biased,0.403560086,0.024072457,female_biased,FBgn0200419,Dvir\GJ13193,-0.438786789,0.746937692,Unbiased,FBgn0044419,Pmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold866-size34123-abinit-gene-0.0,-0.051580532,0.810950597,0.432649222,0.056224967,-0.484229754,0.331380911,0.685646921,0.000709145,female_biased,1.169876675,9.77E-06,female_biased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
